137	NM_001348064	chrX	+	67544622	67696075	67545146	67686043	3	67544622,67685940,67694672,	67546762,67686126,67696075,	0	AR	cmpl	cmpl	0,2,-1,
137	NM_001348063	chrX	+	67544622	67689758	67545146	67689617	4	67544622,67643255,67686009,67689555,	67546762,67643407,67686126,67689758,	0	AR	cmpl	cmpl	0,2,1,1,
137	NM_001011645	chrX	+	67544622	67730619	67569002	67723841	9	67544622,67568835,67643255,67686009,67711401,67717477,67721832,67722826,67723685,	67546762,67569022,67643407,67686126,67711689,67717622,67721963,67722984,67730619,	0	AR	cmpl	cmpl	-1,0,2,1,1,1,2,1,0,
947	NM_001256197	chrX	+	47561099	47565974	47562967	47565354	6	47561099,47562908,47563225,47564796,47564984,47565251,	47561251,47563063,47563329,47564899,47565139,47565974,	0	ARAF	cmpl	cmpl	-1,0,0,2,0,2,
947	NM_001256196	chrX	+	47561099	47571921	47562967	47571457	16	47561099,47562908,47563225,47564796,47564984,47565242,47566638,47566883,47566985,47567229,47568717,47568986,47569538,47569892,47570877,47571322,	47561251,47563063,47563329,47564899,47565139,47565350,47566780,47566911,47567131,47567432,47568894,47569033,47569657,47570024,47571012,47571921,	0	ARAF	cmpl	cmpl	-1,0,0,2,0,2,2,0,1,0,2,2,1,0,0,0,
947	NM_001654	chrX	+	47561099	47571921	47562967	47571457	16	47561099,47562908,47563225,47564796,47564984,47565251,47566638,47566883,47566985,47567229,47568717,47568986,47569538,47569892,47570877,47571322,	47561251,47563063,47563329,47564899,47565139,47565350,47566780,47566911,47567131,47567432,47568894,47569033,47569657,47570024,47571012,47571921,	0	ARAF	cmpl	cmpl	-1,0,0,2,0,2,2,0,1,0,2,2,1,0,0,0,
98	NM_139135	chr1	+	26696032	26782110	26696403	26780756	20	26696032,26729650,26731151,26732675,26760855,26761383,26762151,26762972,26766220,26766456,26767789,26771118,26772499,26772811,26773345,26773579,26773801,26774979,26775576,26779022,	26697540,26729863,26731604,26732792,26761096,26761473,26762319,26763285,26766366,26766566,26767999,26771326,26772632,26772987,26773496,26773717,26773898,26775220,26775707,26782110,	0	ARID1A	cmpl	cmpl	0,0,0,0,0,1,1,1,2,1,0,0,1,2,1,2,2,0,1,0,
98	NM_006015	chr1	+	26696032	26782110	26696403	26780756	20	26696032,26729650,26731151,26732675,26760855,26761383,26762151,26762972,26766220,26766456,26767789,26771118,26772499,26772811,26773345,26773579,26773801,26774328,26775576,26779022,	26697540,26729863,26731604,26732792,26761096,26761473,26762319,26763285,26766366,26766566,26767999,26771326,26772632,26772987,26773496,26773717,26773898,26775220,26775707,26782110,	0	ARID1A	cmpl	cmpl	0,0,0,0,0,1,1,1,2,1,0,0,1,2,1,2,2,0,1,0,
176	NM_000051	chr11	+	108222831	108369099	108227624	108365508	63	108222831,108227594,108227775,108229177,108235669,108243952,108244787,108246963,108248932,108250700,108251836,108252816,108253813,108256214,108257480,108258985,108267170,108268409,108271063,108271250,108272531,108272721,108279490,108280994,108282709,108284226,108287599,108288976,108289601,108292618,108293312,108294926,108297286,108299713,108301647,108302852,108304674,108307896,108310159,108312410,108315822,108316010,108317372,108319953,108321300,108325309,108326057,108327644,108329020,108330213,108331443,108331878,108332761,108333885,108334968,108335844,108343221,108345742,108347278,108353765,108354810,108365081,108365324,	108223186,108227696,108227888,108229323,108235834,108244118,108245026,108247127,108249102,108251072,108252031,108252912,108254039,108256340,108257606,108259075,108267342,108268609,108271146,108271406,108272607,108272852,108279608,108281168,108282879,108284473,108287715,108289103,108289801,108292793,108293477,108295059,108297382,108299885,108301789,108303029,108304852,108307984,108310315,108312498,108315911,108316113,108317521,108320058,108321420,108325544,108326225,108327758,108329238,108330421,108331557,108332037,108332900,108333968,108335109,108335961,108343371,108345908,108347365,108353880,108354874,108365218,108369099,	0	ATM	cmpl	cmpl	-1,0,0,2,1,1,2,1,0,2,2,2,2,0,0,0,0,1,0,2,2,0,2,0,0,2,0,2,0,2,0,0,1,1,2,0,0,1,2,2,0,2,0,2,2,2,0,0,0,2,0,0,0,1,0,0,0,0,1,1,2,0,2,
176	NM_001351834	chr11	+	108222831	108369099	108227624	108365508	64	108222831,108224783,108227594,108227775,108229177,108235669,108243952,108244787,108246963,108248932,108250700,108251836,108252816,108253813,108256214,108257480,108258985,108267170,108268409,108271063,108271250,108272531,108272721,108279490,108280994,108282709,108284226,108287599,108288976,108289601,108292618,108293312,108294926,108297286,108299713,108301647,108302852,108304674,108307896,108310159,108312410,108315822,108316010,108317372,108319953,108321300,108325309,108326057,108327644,108329020,108330213,108331443,108331878,108332761,108333885,108334968,108335844,108343221,108345742,108347278,108353765,108354810,108365081,108365324,	108223186,108224871,108227696,108227888,108229323,108235834,108244118,108245026,108247127,108249102,108251072,108252031,108252912,108254039,108256340,108257606,108259075,108267342,108268609,108271146,108271406,108272607,108272852,108279608,108281168,108282879,108284473,108287715,108289103,108289801,108292793,108293477,108295059,108297382,108299885,108301789,108303029,108304852,108307984,108310315,108312498,108315911,108316113,108317521,108320058,108321420,108325544,108326225,108327758,108329238,108330421,108331557,108332037,108332900,108333968,108335109,108335961,108343371,108345908,108347365,108353880,108354874,108365218,108369099,	0	ATM	cmpl	cmpl	-1,-1,0,0,2,1,1,2,1,0,2,2,2,2,0,0,0,0,1,0,2,2,0,2,0,0,2,0,2,0,2,0,0,1,1,2,0,0,1,2,2,0,2,0,2,2,2,0,0,0,2,0,0,0,1,0,0,0,0,1,1,2,0,2,
1410	NM_001351836	chr11	+	108223528	108229364	108227624	108229331	4	108223528,108227594,108227775,108229177,	108223686,108227696,108227888,108229364,	0	ATM	cmpl	cmpl	-1,0,0,2,
1410	NM_001351835	chr11	+	108222831	108229364	108227624	108229331	4	108222831,108227594,108227775,108229177,	108223186,108227696,108227888,108229364,	0	ATM	cmpl	cmpl	-1,0,0,2,
207	NM_004333	chr7	-	140732563	140924928	140734596	140924703	18	140732563,140739811,140749286,140753274,140754186,140776911,140777990,140781575,140783020,140787547,140794307,140800361,140801411,140807959,140808891,140834608,140850110,140924565,	140734770,140739946,140749418,140753393,140754233,140777088,140778075,140781693,140783157,140787584,140794467,140800481,140801560,140808062,140808995,140834872,140850212,140924928,	0	BRAF	cmpl	cmpl	0,0,0,1,2,2,1,0,1,0,2,2,0,2,0,0,0,0,
207	NM_001354609	chr7	-	140719326	140924928	140726493	140924703	19	140719326,140734616,140739811,140749286,140753274,140754186,140776911,140777990,140781575,140783020,140787547,140794307,140800361,140801411,140807959,140808891,140834608,140850110,140924565,	140726516,140734770,140739946,140749418,140753393,140754233,140777088,140778075,140781693,140783157,140787584,140794467,140800481,140801560,140808062,140808995,140834872,140850212,140924928,	0	BRAF	cmpl	cmpl	1,0,0,0,1,2,2,1,0,1,0,2,2,0,2,0,0,0,0,
207	NR_148928	chr7	-	140732563	140924928	140924928	140924928	18	140732563,140739811,140749286,140753274,140776911,140777990,140781575,140783020,140787547,140794307,140800361,140801411,140807959,140808236,140808891,140834608,140850110,140924565,	140734770,140739946,140749418,140754233,140777088,140778075,140781693,140783157,140787584,140794467,140800481,140801560,140808062,140808316,140808995,140834872,140850212,140924928,	0	BRAF	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
114	NM_007299	chr17	-	43044294	43125451	43045783	43124096	22	43044294,43047642,43051062,43057051,43063332,43063873,43067607,43070927,43074330,43076487,43082403,43090943,43094743,43095845,43097243,43099774,43104121,43104867,43106455,43115725,43124016,43125276,	43045802,43047703,43051117,43057135,43063373,43063951,43067695,43071238,43074521,43076611,43082575,43091032,43094860,43095922,43097289,43099880,43104261,43104956,43106533,43115779,43124115,43125451,	0	BRCA1	cmpl	cmpl	2,1,0,0,1,1,0,1,2,1,0,1,1,2,1,0,1,2,2,2,0,-1,
114	NM_007294	chr17	-	43044294	43125483	43045677	43124096	23	43044294,43047642,43049120,43051062,43057051,43063332,43063873,43067607,43070927,43074330,43076487,43082403,43090943,43091434,43095845,43097243,43099774,43104121,43104867,43106455,43115725,43124016,43125270,	43045802,43047703,43049194,43051117,43057135,43063373,43063951,43067695,43071238,43074521,43076614,43082575,43091032,43094860,43095922,43097289,43099880,43104261,43104956,43106533,43115779,43124115,43125483,	0	BRCA1	cmpl	cmpl	1,0,1,0,0,1,1,0,1,2,1,0,1,1,2,1,0,1,2,2,2,0,-1,
114	NM_007300	chr17	-	43044294	43125483	43045677	43124096	24	43044294,43047642,43049120,43051062,43057051,43063332,43063873,43067607,43070927,43074330,43076487,43079333,43082403,43090943,43091434,43095845,43097243,43099774,43104121,43104867,43106455,43115725,43124016,43125270,	43045802,43047703,43049194,43051117,43057135,43063373,43063951,43067695,43071238,43074521,43076611,43079399,43082575,43091032,43094860,43095922,43097289,43099880,43104261,43104956,43106533,43115779,43124115,43125483,	0	BRCA1	cmpl	cmpl	1,0,1,0,0,1,1,0,1,2,1,1,0,1,1,2,1,0,1,2,2,2,0,-1,
114	NM_007298	chr17	-	43044294	43124115	43045677	43124096	22	43044294,43047642,43049120,43051062,43057051,43063332,43063873,43067607,43070927,43074330,43076487,43082403,43090943,43094743,43095845,43097243,43099774,43104121,43104867,43106455,43115725,43124016,	43045802,43047703,43049194,43051117,43057135,43063373,43063951,43067695,43071238,43074521,43076611,43082575,43091032,43094860,43095922,43097289,43099880,43104261,43104956,43106533,43115779,43124115,	0	BRCA1	cmpl	cmpl	1,0,1,0,0,1,1,0,1,2,1,0,1,1,2,1,0,1,2,2,2,0,
114	NM_007297	chr17	-	43044294	43125451	43045677	43106526	22	43044294,43047642,43049120,43051062,43057051,43063332,43063873,43067607,43070927,43074330,43076487,43082403,43090943,43091434,43095845,43097243,43099774,43104121,43104867,43106455,43124016,43125276,	43045802,43047703,43049194,43051117,43057135,43063373,43063951,43067695,43071238,43074521,43076614,43082575,43091032,43094860,43095922,43097289,43099880,43104261,43104956,43106533,43124115,43125451,	0	BRCA1	cmpl	cmpl	1,0,1,0,0,1,1,0,1,2,1,0,1,1,2,1,0,1,2,0,-1,-1,
114	NR_027676	chr17	-	43044294	43125323	43125323	43125323	23	43044294,43047642,43049120,43051062,43057051,43063332,43063873,43067607,43070927,43074330,43076487,43082403,43090943,43091434,43095845,43097243,43099774,43104121,43104867,43106477,43115725,43124016,43125181,	43045802,43047703,43049194,43051117,43057135,43063373,43063951,43067695,43071238,43074521,43076614,43082575,43091032,43094860,43095922,43097289,43099877,43104261,43104956,43106533,43115779,43124115,43125323,	0	BRCA1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
103	NM_000059	chr13	+	32315479	32399672	32316460	32398770	27	32315479,32316421,32319076,32325075,32326100,32326241,32326498,32329442,32330918,32332271,32336264,32344557,32346826,32354860,32356427,32357741,32362522,32363178,32370401,32370955,32376669,32379316,32379749,32380006,32394688,32396897,32398161,	32315667,32316527,32319325,32325184,32326150,32326282,32326613,32329492,32331030,32333387,32341196,32344653,32346896,32355288,32356609,32357929,32362693,32363533,32370557,32371100,32376791,32379515,32379913,32380145,32394933,32397044,32399672,	0	BRCA2	cmpl	cmpl	-1,0,1,1,2,1,0,1,0,1,1,1,1,2,1,0,2,2,0,0,1,0,1,0,1,0,0,
1116	NM_053056	chr11	+	69641104	69654474	69641313	69651282	5	69641104,69643030,69643831,69647993,69651117,	69641511,69643246,69643991,69648142,69654474,	0	CCND1	cmpl	cmpl	0,0,0,1,0,
617	NM_001759	chr12	+	4273735	4305356	4274040	4300009	5	4273735,4276004,4278759,4288841,4299859,	4274235,4276220,4278919,4288990,4305356,	0	CCND2	cmpl	cmpl	0,0,0,1,0,
812	NM_001238	chr19	+	29811993	29824317	29812555	29823777	12	29811993,29812531,29812688,29812968,29817136,29817405,29820701,29821721,29821995,29822239,29822445,29823654,	29812152,29812578,29812776,29813037,29817282,29817541,29820848,29821817,29822130,29822351,29822603,29824317,	0	CCNE1	cmpl	cmpl	-1,0,2,0,0,2,0,0,0,0,1,0,
812	NM_001322261	chr19	+	29811993	29824317	29812555	29823777	11	29811993,29812531,29812688,29812968,29817136,29817405,29821721,29821995,29822239,29822445,29823654,	29812152,29812578,29812776,29813037,29817282,29817541,29821817,29822130,29822351,29822603,29824317,	0	CCNE1	cmpl	cmpl	-1,0,2,0,0,2,0,0,0,1,0,
812	NM_001322262	chr19	+	29811993	29824317	29812710	29823777	11	29811993,29812688,29812968,29817136,29817405,29820701,29821721,29821995,29822239,29822445,29823654,	29812152,29812776,29813037,29817282,29817541,29820848,29821817,29822130,29822351,29822603,29824317,	0	CCNE1	cmpl	cmpl	-1,0,0,0,2,0,0,0,0,1,0,
812	NM_001322259	chr19	+	29811993	29824317	29812555	29823777	11	29811993,29812531,29812688,29812968,29817136,29817405,29820701,29821721,29822239,29822445,29823654,	29812152,29812578,29812776,29813037,29817282,29817541,29820848,29821817,29822351,29822603,29824317,	0	CCNE1	cmpl	cmpl	-1,0,2,0,0,2,0,0,0,1,0,
138	NM_001317184	chr16	+	68737289	68835542	68737415	68833499	15	68737289,68738296,68801669,68808423,68808692,68810196,68811683,68812134,68815514,68819279,68822000,68823398,68828173,68829653,68833289,	68737463,68738411,68801893,68808567,68808848,68810341,68811859,68812263,68815759,68819425,68822225,68823626,68828304,68829797,68835542,	0	CDH1	cmpl	cmpl	0,0,1,0,0,0,1,0,0,2,1,1,1,0,0,
138	NM_004360	chr16	+	68737289	68835542	68737415	68833499	16	68737289,68738296,68801669,68808423,68808692,68810196,68811683,68812134,68813312,68815514,68819279,68822000,68823398,68828173,68829653,68833289,	68737463,68738411,68801893,68808567,68808848,68810341,68811859,68812263,68813495,68815759,68819425,68822225,68823626,68828304,68829797,68835542,	0	CDH1	cmpl	cmpl	0,0,1,0,0,0,1,0,0,0,2,1,1,1,0,0,
138	NM_001317186	chr16	+	68737289	68835542	68823427	68833499	15	68737289,68738296,68801669,68808423,68808692,68810196,68811683,68812134,68813312,68815514,68822000,68823398,68828173,68829653,68833289,	68737463,68738411,68801893,68808567,68808848,68810341,68811859,68812263,68813495,68815759,68822225,68823626,68828304,68829797,68835542,	0	CDH1	cmpl	cmpl	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,1,0,0,
138	NM_001317185	chr16	+	68737289	68835542	68815742	68833499	16	68737289,68738296,68801669,68808423,68808692,68810196,68811683,68812134,68813312,68815514,68819279,68822000,68823398,68828173,68829653,68833289,	68737463,68738411,68801893,68808567,68808848,68810341,68811859,68812263,68813562,68815759,68819425,68822225,68823626,68828304,68829797,68835542,	0	CDH1	cmpl	cmpl	-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,1,1,1,0,0,
1025	NM_000075	chr12	-	57747726	57752447	57748524	57751717	8	57747726,57749181,57749453,57750655,57750922,57751206,57751499,57752174,	57748617,57749317,57749504,57750765,57751090,57751342,57751736,57752447,	0	CDK4	cmpl	cmpl	0,2,2,0,0,2,0,-1,
161	NM_001259	chr7	-	92604920	92833950	92615139	92833323	8	92604920,92618071,92623035,92671425,92725625,92774695,92833090,92833872,	92615286,92618207,92623086,92671535,92725793,92774831,92833690,92833950,	0	CDK6	cmpl	cmpl	0,2,2,0,0,2,0,-1,
161	NM_001145306	chr7	-	92604920	92836627	92615139	92833323	8	92604920,92618071,92623035,92671425,92725625,92774695,92833090,92836477,	92615286,92618207,92623086,92671535,92725793,92774831,92833690,92836627,	0	CDK6	cmpl	cmpl	0,2,2,0,0,2,0,-1,
752	NM_000077	chr9	-	21967751	21975133	21968228	21974827	3	21967751,21970901,21974677,	21968242,21971208,21975133,	0	CDKN2A	cmpl	cmpl	1,0,0,
752	NM_001195132	chr9	-	21967751	21975133	21968724	21974827	4	21967751,21968574,21970901,21974677,	21968242,21968771,21971208,21975133,	0	CDKN2A	cmpl	cmpl	-1,1,0,0,
752	NM_058197	chr9	-	21967751	21974827	21974476	21974827	3	21967751,21970901,21974403,	21968242,21971208,21974827,	0	CDKN2A	cmpl	cmpl	-1,-1,0,
752	NM_058195	chr9	-	21967751	21994491	21971002	21994331	3	21967751,21970901,21994138,	21968242,21971208,21994491,	0	CDKN2A	cmpl	cmpl	-1,1,0,
899	NM_001330729	chr3	+	41199423	41240453	41224533	41239342	17	41199423,41224020,41224189,41224525,41224953,41225333,41225659,41227207,41233340,41233528,41234138,41235723,41236348,41236587,41238015,41239133,41239659,	41199670,41224081,41224321,41224753,41225207,41225572,41225861,41227352,41233444,41233867,41234297,41235843,41236499,41236709,41238076,41239354,41240453,	0	CTNNB1	cmpl	cmpl	-1,-1,-1,0,1,0,2,0,1,0,0,0,0,1,0,1,-1,
899	NM_001904	chr3	+	41199450	41240448	41224068	41239342	15	41199450,41224020,41224525,41224953,41225333,41225659,41227207,41233340,41233528,41234138,41235723,41236348,41236587,41238015,41239133,	41199670,41224081,41224753,41225207,41225572,41225861,41227352,41233444,41233867,41234297,41235843,41236499,41236709,41238076,41240448,	0	CTNNB1	cmpl	cmpl	-1,0,1,1,0,2,0,1,0,0,0,0,1,0,1,
899	NM_001098209	chr3	+	41199450	41240448	41224068	41239342	16	41199450,41224020,41224525,41224953,41225333,41225659,41227207,41233340,41233528,41234138,41235723,41236348,41236587,41238015,41239133,41239659,	41199670,41224081,41224753,41225207,41225572,41225861,41227352,41233444,41233867,41234297,41235843,41236499,41236709,41238076,41239354,41240448,	0	CTNNB1	cmpl	cmpl	-1,0,1,1,0,2,0,1,0,0,0,0,1,0,1,-1,
899	NM_001098210	chr3	+	41199450	41240448	41224068	41239342	16	41199450,41224020,41224525,41224953,41225333,41225659,41227207,41233340,41233528,41234138,41235723,41236348,41236587,41238015,41239133,41239818,	41199670,41224081,41224753,41225207,41225572,41225861,41227352,41233444,41233867,41234297,41235843,41236499,41236709,41238076,41239354,41240448,	0	CTNNB1	cmpl	cmpl	-1,0,1,1,0,2,0,1,0,0,0,0,1,0,1,-1,
228	NM_006182	chr1	+	162632380	162786573	162719063	162780246	18	162632380,162655210,162719036,162753094,162754623,162755155,162755663,162759795,162761210,162766000,162767228,162770301,162772023,162773468,162775651,162776135,162778579,162780111,	162632631,162655374,162719145,162753197,162754855,162755303,162755769,162759979,162761454,162766063,162767359,162770512,162772247,162773596,162775843,162776370,162778729,162786573,	0	DDR2	cmpl	cmpl	-1,-1,0,1,2,0,1,2,0,1,1,0,1,0,2,2,0,0,
228	NM_001354983	chr1	+	162631264	162786573	162719063	162780246	18	162631264,162655210,162719036,162753094,162754623,162755155,162755663,162759795,162761210,162766000,162767228,162770301,162772023,162773468,162775651,162776135,162778579,162780111,	162631447,162655374,162719145,162753197,162754855,162755303,162755769,162759979,162761454,162766063,162767359,162770512,162772247,162773596,162775843,162776370,162778729,162786573,	0	DDR2	cmpl	cmpl	-1,-1,0,1,2,0,1,2,0,1,1,0,1,0,2,2,0,0,
